"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"elaborate";-0,287;14,669;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;0,002
"donkey";87,604;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;-3,217
"dock";-0,287;-0,533;-0,262;-0,195;8,316;-0,167;2,673;-0,613;-0,202;-0,766
"direct";-0,287;-0,533;-0,262;-0,195;0,119;-0,167;-0,244;-0,613;-0,202;3,53
"diffuse";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;0,428;-0,202;3,53
"demon";-0,287;-0,533;-0,262;-0,195;0,119;-0,167;-0,244;-0,613;-0,202;3,53
"deform";-0,287;-0,533;-0,262;-0,195;-0,856;150,585;-0,244;-0,613;-0,202;-3,217
"daytime";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"continent";-0,23;7,535;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;0,201
"climate";-0,287;5,336;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;17,609;-0,766
"charles";-0,287;0,624;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;3,53
"bustle";-0,287;-0,533;-0,262;-0,195;-0,856;4,525;-0,244;-0,613;-0,202;3,53
"british";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;2,673;-0,613;-0,202;3,53
"beach";-0,287;-0,533;-0,262;-0,195;-0,856;4,525;-0,244;-0,613;-0,202;3,53
"andreas";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;4,815;2,175
"advertisement";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"adventure";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"18th";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"17th";-0,287;-0,533;-0,262;-0,195;-0,856;-0,167;-0,244;-0,613;-0,202;7,822
"wonderful";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"william";-0,23;-0,426;-0,209;-0,156;4,044;-0,134;-0,195;-0,49;-0,161;0,201
"watercolour";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"warhammer";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"unite";-0,23;-0,426;-0,209;56,574;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"tulip";70,038;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"terrace";-0,23;-0,426;-0,209;-0,156;23,512;-0,134;-0,195;-0,49;-0,161;-2,572
"tank";-0,23;-0,426;-0,209;-0,156;23,512;-0,134;-0,195;-0,49;-0,161;-2,572
"svg";-0,23;7,535;-0,209;-0,156;-0,684;-0,134;18,638;-0,49;-0,161;-2,572
"statistic";-0,23;37,735;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"solidity";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"ski";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"site";-0,23;-0,426;-0,209;-0,156;11,764;6,096;-0,195;-0,49;-0,161;-2,572
"singer";-0,23;-0,426;-0,209;-0,156;4,044;-0,134;3,755;-0,49;-0,161;-0,334
"silhouette";-0,23;-0,426;-0,209;-0,156;-0,684;6,096;-0,195;-0,49;-0,161;2,175
"shield";37,907;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"sheet";-0,23;-0,426;17,24;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;0,201
"scenic";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"roger";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"rocha";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"riverboat";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;82,379;-0,49;-0,161;-2,572
"rise";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"rim";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;9,629;-0,121;-0,042
"reflect";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"realm";-0,23;37,735;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"purple";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"professionally";-0,23;19,749;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"picturesque";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;82,379;-0,49;-0,161;-2,572
"period";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"pc";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;99,657;-2,572
"part";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"parchment";-0,23;37,735;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"paick";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"overcast";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"norwegian";-0,23;19,749;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"mute";-0,23;-0,426;-0,209;5,036;-0,684;-0,134;-0,195;-0,49;-0,161;2,175
"monster";-0,23;1,094;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;2,175
"minimal";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;18,638;-0,49;-0,161;0,201
"mine";-0,23;19,749;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"medium";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;0,822;54,563;-2,572
"luxemburg";-0,23;-0,426;76,769;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"lorenzo";-0,23;-0,426;-0,209;103,232;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"lone";-0,23;-0,426;-0,209;-0,156;11,764;-0,134;-0,195;-0,49;4,815;-2,572
"logo";-0,23;-0,426;-0,209;23,842;0,35;-0,134;-0,195;-0,49;-0,161;-0,334
"layer";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"lava";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"lanfranconi";-0,23;-0,426;-0,209;103,232;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"kremlin";-0,23;-0,426;-0,209;-0,156;11,764;-0,134;-0,195;0,822;-0,161;-2,572
"koidl";-0,23;-0,426;-0,209;-0,156;23,512;-0,134;-0,195;-0,49;-0,161;-2,572
"kitezh";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"italy";-0,23;1,094;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;2,175
"istanbul";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;16,974;-0,161;-0,334
"ismail";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"isaac";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;18,638;-0,49;-0,161;0,201
"include";-0,23;37,735;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"inceoglu";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"hyperborea";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"holiday";-0,23;-0,426;-0,209;-0,156;23,512;-0,134;-0,195;-0,49;-0,161;-2,572
"hole";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"hohenzollern";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"hodas";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;22,949;0,201
"hobbit";70,038;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"highlight";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;3,755;-0,49;-0,161;2,175
"group";3,003;1,094;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;0,201
"glorious";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"giovanni";-0,23;-0,426;-0,209;23,842;-0,684;-0,134;-0,195;-0,49;-0,161;0,201
"georgian";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;0,822;-0,161;2,175
"frog";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;4,815;2,175
"frame";-0,23;7,535;-0,209;-0,156;0,35;-0,134;-0,195;-0,49;-0,161;-0,334
"foot";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;82,379;-0,49;-0,161;-2,572
"florence";-0,23;-0,426;3,412;-0,156;-0,684;-0,134;-0,195;6,316;-0,161;-0,334
"floor";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"finnstark";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"finely";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"fine";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"filip";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;22,949;0,201
"extraterrestrial";-0,23;37,735;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"explosion";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"eternity";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"enormous";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"element";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"eerie";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"eastern";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;6,316;-0,161;0,201
"detach";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;82,379;-0,49;-0,161;-2,572
"debris";-0,23;-0,426;-0,209;-0,156;4,044;-0,134;-0,195;-0,49;-0,161;0,201
"czech";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"cute";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;0,822;-0,161;2,175
"cream";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"cracow";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"courbet";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"contest";-0,23;7,535;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;0,201
"construction";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;16,974;-0,161;-0,334
"confluence";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"coast";-0,172;-0,319;-0,157;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-0,042
"cloudy";-0,23;-0,426;-0,209;-0,156;4,044;-0,134;-0,195;-0,49;-0,161;0,201
"clay";-0,23;-0,426;41,692;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"cimbing";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"celtic";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"caribean";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"brutalist";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"botanical";70,038;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"beksi";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"beautifull";-0,23;-0,426;-0,209;-0,156;23,512;-0,134;-0,195;-0,49;-0,161;-2,572
"base";3,003;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;0,822;-0,161;0,201
"balcony";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"babylon";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"aztec";-0,23;-0,426;-0,209;103,232;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"audubon";-0,23;-0,426;76,769;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"astronaut";37,907;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;-0,334
"arthur";-0,23;-0,426;3,412;-0,156;4,044;-0,134;-0,195;-0,49;-0,161;-0,334
"armor";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"approach";-0,23;-0,426;-0,209;103,232;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"apocalypse";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"angel";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"anato";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"ambiance";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;-0,49;-0,161;6,254
"alsp";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"alley";-0,23;-0,426;-0,209;-0,156;0,35;-0,134;-0,195;-0,49;-0,161;2,175
"afternoon";-0,23;-0,426;-0,209;103,232;-0,684;-0,134;-0,195;-0,49;-0,161;-2,572
"4d";-0,23;-0,426;-0,209;-0,156;-0,684;-0,134;-0,195;32,795;-0,161;-2,572
"zelensky";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"worth1000";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"worksite";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"wild";22,014;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"width";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"wholesome";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;74,694;-1,928
"whimsical";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;5,59;-0,368;-0,121;0,961
"whelan";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"western";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"weep";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"wayne";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"waterhouse";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"warn";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"warcraft";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"volatile";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"visual";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"visible";-0,172;-0,319;-0,157;-0,117;-0,513;8,735;-0,146;-0,368;-0,121;0,961
"victor";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"vibrante";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"vatican";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"vasnev";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"vasnetsov";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"ussr";-0,172;-0,319;-0,157;7,313;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"ureal";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"unify";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"unforgiving";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"ultrarrealistic";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"ukranian";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"ue5";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"turn";-0,172;-0,319;5,127;-0,117;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"turini";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"touch";-0,172;-0,319;-0,157;33,065;-0,513;-0,1;-0,146;-0,368;7,017;-1,928
"teal";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;5,59;-0,368;7,017;-0,042
"tarot";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;31,875;-1,928
"tardis";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"tag";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"tactic";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"svetlin";-0,172;-0,319;5,127;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;-0,042
"survivor";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"surrealistic";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"surrealism";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"surprise";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"strand";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"stew";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"staircase";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"somber";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"skyrim";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"situate";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"simplistic";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"sienkiewicz";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"sid";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"shoulder";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"shock";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;31,875;-1,928
"shishkin";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"sewage";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"set";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"sergey";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"scary";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"saturation";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"sail";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"ryan";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"ruysch";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"rubinkowski";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"rtx";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"roundabout";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"rossier";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;26,122;-0,368;-0,121;-0,042
"rolex";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"robinson";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"rich";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"retrofuture";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"reichstag";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"reconstruction";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"reapper";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"radiant";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"rachel";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"put";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"pustoviyt";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"pub";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"propaganda";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"precious";52,494;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"postprocessing";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;74,694;-1,928
"portsmouth";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"population";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"polity";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"poland";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"poke";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"petroleum";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"pastoral";-0,172;-0,319;-0,157;-0,117;0,85;-0,1;-0,146;-0,368;-0,121;0,961
"pascal";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"palermo";-0,172;-0,319;-0,157;7,313;6,553;-0,1;-0,146;-0,368;-0,121;-1,928
"overhead";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"otto";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"omega";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;61,744;-0,368;-0,121;-1,928
"odessa";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"norway";-0,172;-0,319;-0,157;77,374;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"noise";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"nazi";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"nature";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"name";-0,172;11,27;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-0,042
"nag";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"musty";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"motherboard";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"moss";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"moonlight";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"mood";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"monastery";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"mohrhauser";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"mitchell";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
"miss";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"miniature";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"metal";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;0,961
"mercantile";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"meier";-0,172;28,283;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;-1,928
"mattias";-0,172;1,949;-0,157;-0,117;-0,513;-0,1;-0,146;1,559;-0,121;-0,042
"marcin";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"march";-0,172;-0,319;-0,157;7,313;-0,513;-0,1;-0,146;-0,368;-0,121;0,961
"malevolent";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;-0,121;4,687
"mainz";-0,172;-0,319;-0,157;-0,117;17,623;-0,1;-0,146;-0,368;-0,121;-1,928
"madgwick";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;-0,368;7,017;0,961
"maciej";-0,172;-0,319;-0,157;-0,117;-0,513;-0,1;-0,146;24,58;-0,121;-1,928
