"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"svetlin";1;1;0,024;1;1;1;1;0,212;1;1
"survivor";1;1;1;1;1;1;1;0;1;1
"surrealistic";1;0;1;1;1;1;1;1;1;1
"surrealism";1;1;1;1;1;1;1;0,212;1;0,327
"surprise";1;1;1;1;0;1;1;1;1;1
"strand";1;0;1;1;1;1;1;1;1;1
"stew";0;1;1;1;1;1;1;1;1;1
"staircase";1;1;1;1;1;1;1;1;1;0,03
"somber";1;1;1;1;1;1;1;1;1;0,03
"skyrim";1;0,163;1;1;1;1;1;1;1;0,327
"situate";1;0;1;1;1;1;1;1;1;1
"simplistic";1;0;1;1;1;1;1;1;1;1
"sienkiewicz";1;1;1;1;0;1;1;1;1;1
"sid";1;0;1;1;1;1;1;1;1;1
"shoulder";1;1;1;1;0,357;1;1;1;1;0,327
"shock";1;1;1;1;1;1;1;0,212;0;1
"shishkin";1;1;1;1;1;1;1;1;1;0,03
"sewage";1;1;1;1;1;1;1;1;1;0,03
"set";1;1;1;1;1;1;1;1;1;0,03
"sergey";1;1;1;1;1;1;1;0;1;1
"scary";1;1;1;1;0;1;1;1;1;1
"saturation";1;1;1;1;1;1;1;0,212;1;0,327
"sail";1;1;1;1;1;1;1;0;1;1
"ryan";1;1;1;1;1;1;1;1;1;0,03
"ruysch";1;1;1;1;1;1;1;1;1;0,03
"rubinkowski";1;1;1;1;1;1;1;1;1;0,03
"rtx";1;1;1;1;1;1;1;1;1;0,03
"roundabout";1;1;1;1;1;1;1;0;1;1
"rossier";1;1;1;1;1;1;0;1;1;1
"rolex";1;1;1;1;1;1;0;1;1;1
"robinson";1;0;1;1;1;1;1;1;1;1
"rich";1;1;1;1;1;1;1;1;1;0,03
"retrofuture";1;0;1;1;1;1;1;1;1;1
"reichstag";1;1;1;1;1;1;1;0,212;1;0,327
"reconstruction";1;0;1;1;1;1;1;1;1;1
"reapper";1;1;1;1;0;1;1;1;1;1
"radiant";1;1;1;1;0,357;1;1;1;1;0,327
"rachel";1;1;1;1;1;1;1;1;1;0,03
"put";1;1;1;0;1;1;1;1;1;1
"pustoviyt";1;1;1;0;1;1;1;1;1;1
"pub";1;1;1;1;1;1;1;1;1;0,03
"propaganda";1;1;1;0;1;1;1;1;1;1
"precious";0;1;1;1;1;1;1;1;1;1
"postprocessing";1;1;1;1;1;1;1;1;0;1
"portsmouth";1;1;1;1;1;1;1;1;1;0,03
"population";1;0;1;1;1;1;1;1;1;1
"polity";1;0;1;1;1;1;1;1;1;1
"poland";1;1;1;1;1;1;1;0,212;1;0,327
"poke";1;1;1;1;1;1;1;1;1;0,03
"petroleum";1;1;1;1;0;1;1;1;1;1
"pastoral";1;1;1;1;0,357;1;1;1;1;0,327
"pascal";1;1;1;1;1;1;1;1;1;0,03
"palermo";1;1;1;0,007;0,01;1;1;1;1;1
"overhead";1;1;1;1;1;1;1;1;1;0,03
"otto";1;1;1;0;1;1;1;1;1;1
"omega";1;1;1;1;1;1;0;1;1;1
"odessa";1;1;1;1;1;1;1;1;1;0,03
"norway";1;1;1;0;1;1;1;1;1;1
"noise";1;1;1;1;1;1;1;1;1;0,03
"nazi";1;1;1;1;1;1;1;1;1;0,03
"nature";1;1;1;1;1;1;1;1;1;0,03
"name";1;0,001;1;1;1;1;1;1;1;1
"nag";1;1;1;1;1;1;1;1;1;0,03
"musty";1;1;1;1;1;1;1;1;1;0,03
"motherboard";1;1;1;1;1;1;1;1;1;0,03
"moss";1;1;1;1;1;1;1;1;1;0,03
"moonlight";1;1;1;1;1;1;1;1;1;0,03
"mood";1;1;1;1;1;1;1;1;1;0,03
"monastery";1;1;1;1;1;1;1;1;1;0,03
"mohrhauser";1;1;1;1;1;1;1;0;1;1
"mitchell";1;1;1;1;1;1;1;0;1;1
"miss";1;0;1;1;1;1;1;1;1;1
"miniature";1;1;1;1;1;1;1;1;1;0,03
"metal";1;1;1;1;1;1;1;0,212;1;0,327
"mercantile";1;0;1;1;1;1;1;1;1;1
"meier";1;0;1;1;1;1;1;1;1;1
"mattias";1;0,163;1;1;1;1;1;0,212;1;1
"marcin";1;1;1;1;1;1;1;1;1;0,03
"march";1;1;1;0,007;1;1;1;1;1;0,327
"malevolent";1;1;1;1;1;1;1;1;1;0,03
"mainz";1;1;1;1;0;1;1;1;1;1
"madgwick";1;1;1;1;1;1;1;1;0,008;0,327
"maciej";1;1;1;1;1;1;1;0;1;1
"lyria";1;1;1;1;1;1;1;1;0;1
"luxury";1;1;1;1;1;1;1;0;1;1
"lumen";1;1;1;1;1;1;1;1;1;0,03
"loaf";0;1;1;1;1;1;1;1;1;1
"lisa";1;1;1;1;1;1;1;1;1;0,03
"lifelike";1;1;1;1;0,01;1;1;1;1;1
"liberty";1;1;1;1;1;1;1;1;1;0,03
"leg";0;1;1;1;1;1;1;1;1;1
"kuciara";1;1;1;1;1;1;1;0;1;1
"jurgens";1;1;1;1;0,01;1;1;1;1;1
"jungle";1;1;1;1;1;1;1;1;1;0,03
"joy";1;1;1;1;1;1;1;1;1;0,03
"jewel";1;1;1;1;1;1;0;1;1;1
"jessica";1;1;1;1;1;1;0;1;1;1
"jeremy";1;1;1;1;0,357;1;1;0,212;1;1
"jag";1;0;1;1;1;1;1;1;1;1
"jacob";1;1;1;1;1;1;0;1;1;1
"international";1;1;1;1;1;1;1;1;1;0,03
"interest";1;1;1;1;1;1;1;1;1;0,03
"incredibly";1;0;1;1;1;1;1;1;1;1
"imperious";1;1;1;1;1;1;1;1;1;0,03
"ilsted";1;1;1;1;1;1;1;0,212;1;0,327
"illuminate";1;1;1;1;1;1;1;1;1;0,03
"humongous";1;1;1;1;1;1;1;0,002;1;1
"hospitable";1;0;1;1;1;1;1;1;1;1
"horizon";1;1;1;1;1;1;1;1;1;0,03
"holy";1;0,163;1;1;1;0,003;1;1;1;1
"history";1;0,163;1;1;1;1;1;1;1;0,327
"hiroshi";1;1;1;1;0;1;1;1;1;1
"hilly";1;1;1;1;1;1;1;1;1;0,03
"higer";1;1;1;1;1;1;1;1;1;0,03
"heur";1;1;1;1;1;1;0;1;1;1
"heem";1;1;1;1;1;1;1;1;1;0,03
"head";0;1;1;1;1;1;1;1;1;1
"hazy";1;1;1;1;1;1;1;1;1;0,03
"havrylo";1;1;1;0;1;1;1;1;1;1
"harrison";1;1;0,024;1;0,01;1;1;1;1;1
"happy";1;1;1;1;0,357;1;1;1;1;0,327
"hans";1;0,163;1;1;1;1;1;1;1;0,327
"hampshire";1;1;1;1;1;1;1;1;1;0,03
"halle";1;1;1;1;1;1;1;1;1;0,03
"haeckel";1;1;0,024;1;1;1;1;1;1;0,327
"habitable";1;0;1;1;1;1;1;1;1;1
"gustav";1;1;1;1;1;1;1;1;1;0,03
"grotesque";1;1;1;1;1;1;1;1;1;0,03
"grimdark";1;1;1;1;1;1;1;1;1;0,03
"gondola";1;1;1;1;0;1;1;1;1;1
"girod";1;1;1;1;1;1;1;1;1;0,03
"girl";0,032;1;1;1;0,01;1;1;1;1;1
"gigantic";1;0,163;1;1;1;1;1;1;1;0,327
"giancola";1;1;1;1;0,01;1;1;1;1;1
"giacomo";1;1;1;1;1;1;1;1;1;0,03
"ghailan";1;1;1;1;1;1;1;0,212;1;0,327
"george";1;1;1;0;1;1;1;1;1;1
"gdansk";1;1;1;1;1;1;1;1;1;0,03
"gabriele";1;1;1;0;1;1;1;1;1;1
"froud";1;0,163;1;1;1;1;1;1;1;0,327
"frederic";1;1;1;1;1;1;1;1;1;0,03
"france";1;0,001;1;1;1;1;1;1;1;1
"fort";1;1;1;1;0,01;1;1;1;1;1
"ford";1;1;0,024;1;1;1;1;1;1;0,327
"flash";1;1;1;1;1;1;1;1;0;1
"fishpond";1;1;1;1;1;1;1;0;1;1
"finland";1;0,001;1;1;1;1;1;1;1;1
"figurine";1;1;1;1;1;1;1;1;1;0,03
"export";1;0;1;1;1;1;1;1;1;1
"even";1;1;1;1;1;1;1;1;1;0,03
"eu";1;1;1;1;0;1;1;1;1;1
"erase";1;0;1;1;1;1;1;1;1;1
"era";1;1;1;0,007;1;1;1;1;1;0,327
"equator";1;0;1;1;1;1;1;1;1;1
"edwin";1;1;1;1;1;1;1;1;1;0,03
"eat";1;1;1;1;0,357;1;1;1;1;0,327
"early";1;1;1;1;1;1;1;1;1;0,03
"doré";1;1;1;1;1;1;1;0;1;1
"donato";1;1;1;1;0,01;1;1;1;1;1
"district";1;1;1;1;1;1;1;1;0;1
"distort";1;1;0;1;1;1;1;1;1;1
"discover";1;1;1;1;0;1;1;1;1;1
"dimly";1;1;1;1;1;1;1;1;1;0,03
"dim";1;1;1;1;1;1;1;1;1;0,03
"dieces";0;1;1;1;1;1;1;1;1;1
"dice";0;1;1;1;1;1;1;1;1;1
"devil";1;1;1;1;0;1;1;1;1;1
"desaturated";1;1;1;0;1;1;1;1;1;1
"deni";1;1;1;0;1;1;1;1;1;1
"delville";1;1;1;1;1;1;1;0;1;1
"dell";1;1;1;0;1;1;1;1;1;1
"decorate";1;1;1;1;1;1;1;1;1;0,03
"dean";1;1;1;1;1;1;1;1;1;0,03
"davidsz";1;1;1;1;1;1;1;1;1;0,03
"darrow";1;1;1;1;1;1;1;1;0;1
"cumulonimbus";1;1;1;1;1;1;1;1;1;0,03
"crumble";1;1;1;1;0;1;1;1;1;1
"create";1;0,001;1;1;1;1;1;1;1;1
"count";1;1;1;1;1;1;1;1;1;0,03
"cool";1;1;1;1;1;1;1;1;1;0,03
"concrete";1;1;1;1;1;1;1;1;1;0,03
"complimentary";1;1;1;1;1;1;1;1;1;0,03
"colums";1;0;1;1;1;1;1;1;1;1
"coastline";1;0;1;1;1;1;1;1;1;1
"coastal";1;0,163;1;1;1;0,003;1;1;1;1
"clown";1;1;1;1;1;1;1;0;1;1
"clothe";1;1;1;0;0,357;1;1;1;1;1
"circuit";1;1;1;1;1;1;1;1;1;0,03
"churn";1;0;1;1;1;1;1;1;1;1
"christmas";1;1;1;1;1;1;1;0,212;1;0,327
"child";1;0,001;1;1;1;1;1;0,212;1;1
"chain";1;0,163;1;1;0,357;1;1;1;1;1
"central";1;1;1;1;1;1;1;1;1;0,03
"catedral";1;1;1;1;0;1;1;1;1;1
"cat";1;1;1;1;1;0,003;0,018;1;1;1
"cast";1;1;1;1;1;1;1;1;1;0,03
"cartoony";1;1;1;1;1;1;1;1;1;0,03
"card";1;1;1;1;1;1;1;0,212;0;1
"bury";1;0,163;1;1;1;1;1;1;1;0,327
"burattini";1;1;1;1;1;1;1;1;1;0,03
"brian";1;0,163;1;1;1;1;1;1;1;0,327
"breitling";1;1;1;1;1;1;0;1;1;1
"bologna";1;1;1;1;1;1;1;1;1;0,03
"blood";1;1;0;1;1;1;1;1;1;1
"block";1;1;1;0;1;1;1;1;1;1
"biomes";1;0;1;1;1;1;1;1;1;1
"bill";1;1;1;1;0;1;1;1;1;1
"bike";1;0,163;1;1;1;1;0,018;1;1;1
"beer";0,032;1;1;1;1;1;1;1;1;0,327
"battista";1;1;1;0;1;1;1;1;1;1
"ayan";1;1;1;1;1;1;1;1;1;0,03
"aublet";1;1;1;1;0,01;1;1;1;1;1
"atlas";1;0;1;1;1;1;1;1;1;1
"atey";1;1;1;1;1;1;1;0,212;1;0,327
"astrophotography";1;1;1;0;1;1;1;1;1;1
"ariel";1;1;1;1;1;1;1;1;0;1
"antiquity";1;0,163;1;1;1;1;1;1;1;0,327
"animate";1;1;1;1;1;1;1;1;1;0,03
"andrew";1;1;0,024;1;1;1;1;1;1;0,327
"anarchy";1;1;0;1;1;1;1;1;1;1
"amstel";1;1;1;1;0;1;1;1;1;1
"allyway";1;1;1;1;1;1;1;0,212;1;0,327
"alienate";1;1;1;1;1;1;1;1;1;0,03
"alert";1;1;1;0;1;1;1;1;1;1
"aivazovski";1;1;1;1;1;1;1;1;1;0,03
"adrien";1;1;1;1;1;1;1;1;1;0,03
"*truc_0";1;1;1;1;1;1;1;1;1;1
